Codi_Districte,Nom_Districte,Nom_Carrer,Personas,Promedio_Import_Euros,Vehicles
7,Horta-Guinardó,Pirineus,172109,15152.317073170732,80895
8,Nou Barris,Ponce de León,170736,12431.811965811965,66780
8,Nou Barris,St Francesc Xavier,170736,12431.811965811965,66780
3,Sants-Montjuïc,Vilageliu Gavaldà,183770,14625.393162393162,79559
9,Sant Andreu,Vilamajor,149826,15124.747368421053,65745
10,Sant Martí,Pl Ernest Lluch,239465,15323.08843537415,103094
2,Eixample,Encants Vells,266857,18867.71676300578,128137
5,Sarrià-Sant Gervasi,Pl Sense (701952),148201,25606.775510204083,102272
10,Sant Martí,Ptge Alí Bei,239465,15323.08843537415,103094
8,Nou Barris,Ptge Argullós,170736,12431.811965811965,66780
6,Gràcia,Badia,121915,18340.74712643678,57643
9,Sant Andreu,Cardenal Cisneros,149826,15124.747368421053,65745
1,Ciutat Vella,Bda Caçador,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Corint,148201,25606.775510204083,102272
7,Horta-Guinardó,Pl Isop,172109,15152.317073170732,80895
10,Sant Martí,Independència,239465,15323.08843537415,103094
1,Ciutat Vella,Lledó,106028,11517.703703703704,33685
1,Ciutat Vella,Neu de Sant Cugat,106028,11517.703703703704,33685
2,Eixample,Parlament,266857,18867.71676300578,128137
1,Ciutat Vella,Proclamació,106028,11517.703703703704,33685
7,Horta-Guinardó,Providència,172109,15152.317073170732,80895
4,Les Corts,Puig d'Óssa,81074,22022.035087719298,48622
4,Les Corts,Sabino Arana,81074,22022.035087719298,48622
3,Sants-Montjuïc,Robrenyo,183770,14625.393162393162,79559
2,Eixample,Pl Sagrada Família,266857,18867.71676300578,128137
9,Sant Andreu,Salomó,149826,15124.747368421053,65745
9,Sant Andreu,St Antoni M Claret,149826,15124.747368421053,65745
1,Ciutat Vella,Sant Carles,106028,11517.703703703704,33685
9,Sant Andreu,Sant Hipòlit,149826,15124.747368421053,65745
9,Sant Andreu,Suñol i Gras,149826,15124.747368421053,65745
6,Gràcia,Tres Senyores,121915,18340.74712643678,57643
3,Sants-Montjuïc,Encuny,183770,14625.393162393162,79559
3,Sants-Montjuïc,Longitudinal 5,183770,14625.393162393162,79559
1,Ciutat Vella,Beat Simó,106028,11517.703703703704,33685
10,Sant Martí,Ptge Camp,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Canet,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Caponata,148201,25606.775510204083,102272
8,Nou Barris,Casals,170736,12431.811965811965,66780
10,Sant Martí,Sardenya,239465,15323.08843537415,103094
10,Sant Martí,Ramon Turró,239465,15323.08843537415,103094
9,Sant Andreu,Espiga,149826,15124.747368421053,65745
7,Horta-Guinardó,Llorens i Barba,172109,15152.317073170732,80895
4,Les Corts,Conrad Xalabarder,81074,22022.035087719298,48622
8,Nou Barris,Pl Paul Claudel,170736,12431.811965811965,66780
3,Sants-Montjuïc,Av Rna M Cristina,183770,14625.393162393162,79559
3,Sants-Montjuïc,Av Roma,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Roma,148201,25606.775510204083,102272
6,Gràcia,Sant J Cottolengo,121915,18340.74712643678,57643
3,Sants-Montjuïc,Pl Santa Madrona,183770,14625.393162393162,79559
7,Horta-Guinardó,Santes Creus,172109,15152.317073170732,80895
4,Les Corts,Sor Eulàlia Anzizu,81074,22022.035087719298,48622
7,Horta-Guinardó,Pg Valldaura,172109,15152.317073170732,80895
10,Sant Martí,Vidal Valenciano,239465,15323.08843537415,103094
10,Sant Martí,Ptge Vintró,239465,15323.08843537415,103094
2,Eixample,E.M. Universitat,266857,18867.71676300578,128137
7,Horta-Guinardó,Ctra Cement Collse,172109,15152.317073170732,80895
10,Sant Martí,Pl Ramon Calsina,239465,15323.08843537415,103094
7,Horta-Guinardó,Hipàtia d'Alexandr,172109,15152.317073170732,80895
7,Horta-Guinardó,Arquitectura,172109,15152.317073170732,80895
8,Nou Barris,Artà,170736,12431.811965811965,66780
9,Sant Andreu,Borriana,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Capella C Caralleu,148201,25606.775510204083,102272
1,Ciutat Vella,Ptge Carbonell,106028,11517.703703703704,33685
6,Gràcia,Carles Pirozzini,121915,18340.74712643678,57643
1,Ciutat Vella,Carretes,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Camí Cement Sarrià,148201,25606.775510204083,102272
10,Sant Martí,Carmen Amaya,239465,15323.08843537415,103094
2,Eixample,Comte Borrell,266857,18867.71676300578,128137
1,Ciutat Vella,Copons,106028,11517.703703703704,33685
8,Nou Barris,Ptge Dr Pi Molist,170736,12431.811965811965,66780
7,Horta-Guinardó,Carles Collet,172109,15152.317073170732,80895
8,Nou Barris,Euclides,170736,12431.811965811965,66780
7,Horta-Guinardó,Ptge Garcia Cambra,172109,15152.317073170732,80895
4,Les Corts,Ptge Puig Aguilar,81074,22022.035087719298,48622
6,Gràcia,Mariana Pineda,121915,18340.74712643678,57643
9,Sant Andreu,Martí Molins,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Mossèn Vives,148201,25606.775510204083,102272
3,Sants-Montjuïc,Pl Las Navas,183770,14625.393162393162,79559
2,Eixample,París,266857,18867.71676300578,128137
1,Ciutat Vella,Pelai,106028,11517.703703703704,33685
3,Sants-Montjuïc,Pg Sant Antoni,183770,14625.393162393162,79559
3,Sants-Montjuïc,Sant Jordi,183770,14625.393162393162,79559
1,Ciutat Vella,Trelawny,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Ptge Torretes,148201,25606.775510204083,102272
3,Sants-Montjuïc,Pl Pare E Millan,183770,14625.393162393162,79559
3,Sants-Montjuïc,Atlàntic,183770,14625.393162393162,79559
10,Sant Martí,F de Borja Moll,239465,15323.08843537415,103094
1,Ciutat Vella,Plta Miquel Pallés,106028,11517.703703703704,33685
9,Sant Andreu,Antilles,149826,15124.747368421053,65745
8,Nou Barris,Av Quinze,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Buscarons,148201,25606.775510204083,102272
3,Sants-Montjuïc,Carreras i Candi,183770,14625.393162393162,79559
1,Ciutat Vella,Cremat Gran i Xic,106028,11517.703703703704,33685
6,Gràcia,Salvador Alarma,121915,18340.74712643678,57643
6,Gràcia,Francisco Giner,121915,18340.74712643678,57643
3,Sants-Montjuïc,Galileu,183770,14625.393162393162,79559
3,Sants-Montjuïc,Hartzenbusch,183770,14625.393162393162,79559
3,Sants-Montjuïc,Jaume Roig,183770,14625.393162393162,79559
1,Ciutat Vella,Plta Marcús,106028,11517.703703703704,33685
8,Nou Barris,Pedret,170736,12431.811965811965,66780
9,Sant Andreu,Pinar del Río,149826,15124.747368421053,65745
9,Sant Andreu,Ctra Ribes,149826,15124.747368421053,65745
3,Sants-Montjuïc,Sovelles,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Pl Tulipa,148201,25606.775510204083,102272
3,Sants-Montjuïc,Transversal 8,183770,14625.393162393162,79559
4,Les Corts,Pl Sòl de Baix,81074,22022.035087719298,48622
7,Horta-Guinardó,Pl Clota,172109,15152.317073170732,80895
10,Sant Martí,Fèlix Martí Alpera,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Pl Romeus S Medir,148201,25606.775510204083,102272
10,Sant Martí,Pl M Espinalt Font,239465,15323.08843537415,103094
3,Sants-Montjuïc,Almeria,183770,14625.393162393162,79559
1,Ciutat Vella,Atlàntida,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Bosch i Alsina,148201,25606.775510204083,102272
10,Sant Martí,Ptge Bosch Labrús,239465,15323.08843537415,103094
1,Ciutat Vella,Pl Bonsuccés,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Cerignola,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Gratallops,148201,25606.775510204083,102272
4,Les Corts,Herois del Bruc,81074,22022.035087719298,48622
10,Sant Martí,Joan I,239465,15323.08843537415,103094
1,Ciutat Vella,Jonqueres,106028,11517.703703703704,33685
10,Sant Martí,Ptge Llacuna,239465,15323.08843537415,103094
1,Ciutat Vella,Malcuinat,106028,11517.703703703704,33685
1,Ciutat Vella,Mediterrània,106028,11517.703703703704,33685
7,Horta-Guinardó,M Sants Oliver,172109,15152.317073170732,80895
10,Sant Martí,Ptge Monyarc,239465,15323.08843537415,103094
8,Nou Barris,Pl Santa Engràcia,170736,12431.811965811965,66780
8,Nou Barris,T Tapioles,170736,12431.811965811965,66780
2,Eixample,Pg Lluís Companys,266857,18867.71676300578,128137
4,Les Corts,Av Manuel Azaña,81074,22022.035087719298,48622
9,Sant Andreu,São Paulo,149826,15124.747368421053,65745
3,Sants-Montjuïc,Longitudinal 9,183770,14625.393162393162,79559
10,Sant Martí,Plta Marconi,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Guerau de Liost,148201,25606.775510204083,102272
1,Ciutat Vella,Àngels,106028,11517.703703703704,33685
8,Nou Barris,Artés,170736,12431.811965811965,66780
3,Sants-Montjuïc,Rbla Badal,183770,14625.393162393162,79559
6,Gràcia,Bellver,121915,18340.74712643678,57643
7,Horta-Guinardó,Cartellà,172109,15152.317073170732,80895
9,Sant Andreu,Cerdà,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Ciutat de Balaguer,148201,25606.775510204083,102272
9,Sant Andreu,Foc Follet,149826,15124.747368421053,65745
6,Gràcia,Ptge Gomis,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Hercegovina,148201,25606.775510204083,102272
3,Sants-Montjuïc,Gessamí,183770,14625.393162393162,79559
10,Sant Martí,Pg Maragall,239465,15323.08843537415,103094
6,Gràcia,Molist,121915,18340.74712643678,57643
3,Sants-Montjuïc,Muntadas,183770,14625.393162393162,79559
3,Sants-Montjuïc,Mare Déu del Remei,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Av Repúb Argentina,148201,25606.775510204083,102272
6,Gràcia,Samsó,121915,18340.74712643678,57643
3,Sants-Montjuïc,Sancho Marraco,183770,14625.393162393162,79559
3,Sants-Montjuïc,Tarragona,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Pl Torre,148201,25606.775510204083,102272
1,Ciutat Vella,Trompetes,106028,11517.703703703704,33685
4,Les Corts,Pedro i Pons,81074,22022.035087719298,48622
3,Sants-Montjuïc,Pl SN (Alts Forns),183770,14625.393162393162,79559
7,Horta-Guinardó,Agudells,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,August Font,148201,25606.775510204083,102272
3,Sants-Montjuïc,Cardó,183770,14625.393162393162,79559
6,Gràcia,Gràcia,121915,18340.74712643678,57643
9,Sant Andreu,Mateu Ferran,149826,15124.747368421053,65745
4,Les Corts,Pintor Pahissa,81074,22022.035087719298,48622
9,Sant Andreu,Pont de Sant Martí,149826,15124.747368421053,65745
3,Sants-Montjuïc,Saleta,183770,14625.393162393162,79559
1,Ciutat Vella,Sant Pacià,106028,11517.703703703704,33685
1,Ciutat Vella,Sant Vicenç,106028,11517.703703703704,33685
1,Ciutat Vella,Sevilla,106028,11517.703703703704,33685
10,Sant Martí,Vehils,239465,15323.08843537415,103094
8,Nou Barris,Pg Verdum,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Vergós,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Ptge Grèvol,148201,25606.775510204083,102272
3,Sants-Montjuïc,Anoia,183770,14625.393162393162,79559
2,Eixample,Pl André Malraux,266857,18867.71676300578,128137
1,Ciutat Vella,Pl Sant Galdric,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Ptge Arcadia,148201,25606.775510204083,102272
1,Ciutat Vella,Candeles,106028,11517.703703703704,33685
10,Sant Martí,Escultors Claperós,239465,15323.08843537415,103094
3,Sants-Montjuïc,Finlàndia,183770,14625.393162393162,79559
8,Nou Barris,Inca,170736,12431.811965811965,66780
6,Gràcia,Llorer,121915,18340.74712643678,57643
6,Gràcia,Legalitat,121915,18340.74712643678,57643
8,Nou Barris,Llopis,170736,12431.811965811965,66780
8,Nou Barris,M Sanchis Guarner,170736,12431.811965811965,66780
8,Nou Barris,Miquel Ferrà,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Pollancre,148201,25606.775510204083,102272
1,Ciutat Vella,Oli,106028,11517.703703703704,33685
10,Sant Martí,Òtranto,239465,15323.08843537415,103094
1,Ciutat Vella,Ptge Palau,106028,11517.703703703704,33685
7,Horta-Guinardó,Bda Plana,172109,15152.317073170732,80895
8,Nou Barris,Pontons,170736,12431.811965811965,66780
9,Sant Andreu,Quito,149826,15124.747368421053,65745
8,Nou Barris,Riells,170736,12431.811965811965,66780
10,Sant Martí,Tànger,239465,15323.08843537415,103094
8,Nou Barris,Vilapicina,170736,12431.811965811965,66780
10,Sant Martí,Greenwich,239465,15323.08843537415,103094
9,Sant Andreu,Ptge Posoltega,149826,15124.747368421053,65745
8,Nou Barris,Pl Salvador Puig A,170736,12431.811965811965,66780
6,Gràcia,Bretón Herreros,121915,18340.74712643678,57643
9,Sant Andreu,Campeny,149826,15124.747368421053,65745
8,Nou Barris,Canyameres,170736,12431.811965811965,66780
7,Horta-Guinardó,Ptge Costa,172109,15152.317073170732,80895
2,Eixample,Enamorats,266857,18867.71676300578,128137
7,Horta-Guinardó,Juliol,172109,15152.317073170732,80895
4,Les Corts,Maria Barrientos,81074,22022.035087719298,48622
7,Horta-Guinardó,Matadepera,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Major de Sarrià,148201,25606.775510204083,102272
9,Sant Andreu,Av Meridiana,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Camí Molí Vallvidr,148201,25606.775510204083,102272
9,Sant Andreu,Navas de Tolosa,149826,15124.747368421053,65745
4,Les Corts,Pisuerga,81074,22022.035087719298,48622
9,Sant Andreu,Mossèn Juliana,149826,15124.747368421053,65745
7,Horta-Guinardó,Pintor Josep Pinós,172109,15152.317073170732,80895
6,Gràcia,Av Pompeu Fabra,121915,18340.74712643678,57643
1,Ciutat Vella,Plta Ramon Amadeu,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Av Rossinyols,148201,25606.775510204083,102272
9,Sant Andreu,Pg Verneda,149826,15124.747368421053,65745
1,Ciutat Vella,Vila Joiosa,106028,11517.703703703704,33685
7,Horta-Guinardó,Pl Zurbarán,172109,15152.317073170732,80895
10,Sant Martí,Seül,239465,15323.08843537415,103094
10,Sant Martí,Doctor Aiguader,239465,15323.08843537415,103094
10,Sant Martí,F Bonnemaison,239465,15323.08843537415,103094
10,Sant Martí,Josep Estalella,239465,15323.08843537415,103094
8,Nou Barris,Pl Terra,170736,12431.811965811965,66780
8,Nou Barris,Arnau d'Oms,170736,12431.811965811965,66780
1,Ciutat Vella,Bòria,106028,11517.703703703704,33685
3,Sants-Montjuïc,Ventura Plaja,183770,14625.393162393162,79559
4,Les Corts,Pl Comas,81074,22022.035087719298,48622
2,Eixample,Entença,266857,18867.71676300578,128137
7,Horta-Guinardó,Florència,172109,15152.317073170732,80895
1,Ciutat Vella,Marquès de Barberà,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,T Rovelló,148201,25606.775510204083,102272
3,Sants-Montjuïc,Pg Olímpic,183770,14625.393162393162,79559
2,Eixample,Pau Claris,266857,18867.71676300578,128137
2,Eixample,Rocafort,266857,18867.71676300578,128137
3,Sants-Montjuïc,Sant Baltasar,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Septimània,148201,25606.775510204083,102272
6,Gràcia,Ventalló,121915,18340.74712643678,57643
10,Sant Martí,Anvers,239465,15323.08843537415,103094
8,Nou Barris,Camí Quatre Estaci,170736,12431.811965811965,66780
1,Ciutat Vella,Arc de Sant Agustí,106028,11517.703703703704,33685
10,Sant Martí,Bernat Metge,239465,15323.08843537415,103094
4,Les Corts,Cavallers,81074,22022.035087719298,48622
1,Ciutat Vella,Comerç,106028,11517.703703703704,33685
1,Ciutat Vella,Pl Duc Medinaceli,106028,11517.703703703704,33685
8,Nou Barris,Fenals,170736,12431.811965811965,66780
8,Nou Barris,Felanitx,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,T Font del Mont,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Francolí,148201,25606.775510204083,102272
9,Sant Andreu,Guinardó,149826,15124.747368421053,65745
6,Gràcia,Josep Jover,121915,18340.74712643678,57643
9,Sant Andreu,Llenguadoc,149826,15124.747368421053,65745
10,Sant Martí,Ctra Antiga Mataró,239465,15323.08843537415,103094
9,Sant Andreu,Pl Nadal,149826,15124.747368421053,65745
6,Gràcia,Pare Laínez,121915,18340.74712643678,57643
8,Nou Barris,Pintor Casas,170736,12431.811965811965,66780
3,Sants-Montjuïc,Sant Fructuós,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Santa Filomena,148201,25606.775510204083,102272
9,Sant Andreu,Tàrrega,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Presseguer,148201,25606.775510204083,102272
6,Gràcia,Viad Vallcarca,121915,18340.74712643678,57643
7,Horta-Guinardó,Av Estatut Catalun,172109,15152.317073170732,80895
7,Horta-Guinardó,Budapest,172109,15152.317073170732,80895
7,Horta-Guinardó,Sense Nom (701949),172109,15152.317073170732,80895
4,Les Corts,Alfambra,81074,22022.035087719298,48622
5,Sarrià-Sant Gervasi,Camí Bellavista,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Berlinès,148201,25606.775510204083,102272
6,Gràcia,Cartago,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Pl Comte de Sert,148201,25606.775510204083,102272
3,Sants-Montjuïc,Dàlia,183770,14625.393162393162,79559
10,Sant Martí,Josep Pla,239465,15323.08843537415,103094
9,Sant Andreu,Gordi,149826,15124.747368421053,65745
9,Sant Andreu,Pg Guayaquil,149826,15124.747368421053,65745
10,Sant Martí,Lope de Vega,239465,15323.08843537415,103094
6,Gràcia,Ptge Manlleu,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Menor de Sarrià,148201,25606.775510204083,102272
2,Eixample,Provença,266857,18867.71676300578,128137
7,Horta-Guinardó,Santa Laura,172109,15152.317073170732,80895
3,Sants-Montjuïc,Valladolid,183770,14625.393162393162,79559
10,Sant Martí,Veneçuela,239465,15323.08843537415,103094
3,Sants-Montjuïc,Foixarda,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Pl J Puig i Esteve,148201,25606.775510204083,102272
7,Horta-Guinardó,Pl Sibil·les,172109,15152.317073170732,80895
3,Sants-Montjuïc,Número 29,183770,14625.393162393162,79559
9,Sant Andreu,Antoni Santiburcio,149826,15124.747368421053,65745
8,Nou Barris,SN (Palamós-S'Aga),170736,12431.811965811965,66780
10,Sant Martí,Andreu Febrer,239465,15323.08843537415,103094
8,Nou Barris,Anselm Turmeda,170736,12431.811965811965,66780
10,Sant Martí,Ptge Borrell,239465,15323.08843537415,103094
7,Horta-Guinardó,Ptge Comas Argemí,172109,15152.317073170732,80895
9,Sant Andreu,Costa Brava,149826,15124.747368421053,65745
9,Sant Andreu,Joan Torras,149826,15124.747368421053,65745
1,Ciutat Vella,Safareigs,106028,11517.703703703704,33685
1,Ciutat Vella,Plta Manuel Ribé,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Maria Reina,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Milanesat,148201,25606.775510204083,102272
4,Les Corts,Ptge Pearson,81074,22022.035087719298,48622
7,Horta-Guinardó,Rectoria,172109,15152.317073170732,80895
9,Sant Andreu,Roine,149826,15124.747368421053,65745
7,Horta-Guinardó,Sant Alexandre,172109,15152.317073170732,80895
3,Sants-Montjuïc,Sant Nicolau,183770,14625.393162393162,79559
6,Gràcia,Pl Sol,121915,18340.74712643678,57643
1,Ciutat Vella,Tonell,106028,11517.703703703704,33685
6,Gràcia,Pg Turull,121915,18340.74712643678,57643
1,Ciutat Vella,Unió,106028,11517.703703703704,33685
2,Eixample,Ptge Vilaret,266857,18867.71676300578,128137
3,Sants-Montjuïc,Número 2,183770,14625.393162393162,79559
1,Ciutat Vella,Moll Barcelona,106028,11517.703703703704,33685
1,Ciutat Vella,Moll Barceloneta,106028,11517.703703703704,33685
8,Nou Barris,Vila-rodona,170736,12431.811965811965,66780
3,Sants-Montjuïc,,183770,14625.393162393162,79559
8,Nou Barris,Pl Can Basté,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Pl Bellavista,148201,25606.775510204083,102272
2,Eixample,Diputació,266857,18867.71676300578,128137
5,Sarrià-Sant Gervasi,Av Tibidabo,148201,25606.775510204083,102272
3,Sants-Montjuïc,Equador,183770,14625.393162393162,79559
7,Horta-Guinardó,Font-rúbia,172109,15152.317073170732,80895
7,Horta-Guinardó,Franqueses,172109,15152.317073170732,80895
10,Sant Martí,Guillem Sagrera,239465,15323.08843537415,103094
1,Ciutat Vella,Pg Marítim,106028,11517.703703703704,33685
7,Horta-Guinardó,Mont-ral,172109,15152.317073170732,80895
1,Ciutat Vella,Bda Viladecols,106028,11517.703703703704,33685
10,Sant Martí,Pg Marít Bogatell,239465,15323.08843537415,103094
10,Sant Martí,Pg Marít Port Olím,239465,15323.08843537415,103094
10,Sant Martí,Pl Julio González,239465,15323.08843537415,103094
3,Sants-Montjuïc,Longitudinal 1,183770,14625.393162393162,79559
10,Sant Martí,Pl Treb. de Macosa,239465,15323.08843537415,103094
10,Sant Martí,Pl Margarita,239465,15323.08843537415,103094
1,Ciutat Vella,Allada-Vermell,106028,11517.703703703704,33685
4,Les Corts,Cabestany,81074,22022.035087719298,48622
2,Eixample,Ptge Camps Elisis,266857,18867.71676300578,128137
5,Sarrià-Sant Gervasi,Carrasco Formiguer,148201,25606.775510204083,102272
7,Horta-Guinardó,Domènech Montaner,172109,15152.317073170732,80895
8,Nou Barris,Via Favència,170736,12431.811965811965,66780
1,Ciutat Vella,Pl Gardunya,106028,11517.703703703704,33685
8,Nou Barris,Garigliano,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,Julián Romea,148201,25606.775510204083,102272
3,Sants-Montjuïc,Magalhães,183770,14625.393162393162,79559
6,Gràcia,Manlleu,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Marc Aureli,148201,25606.775510204083,102272
9,Sant Andreu,Mare Eterna,149826,15124.747368421053,65745
1,Ciutat Vella,Marquès de la Mina,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Mendel,148201,25606.775510204083,102272
2,Eixample,Ptge Rtor Oliveras,266857,18867.71676300578,128137
1,Ciutat Vella,Princesa,106028,11517.703703703704,33685
7,Horta-Guinardó,Ana María Matute,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Elisa Moragas,148201,25606.775510204083,102272
7,Horta-Guinardó,Rubió i Ors,172109,15152.317073170732,80895
3,Sants-Montjuïc,Túria,183770,14625.393162393162,79559
6,Gràcia,Veciana,121915,18340.74712643678,57643
10,Sant Martí,Pg Mar Nova Icària,239465,15323.08843537415,103094
9,Sant Andreu,Sense Nom (701912),149826,15124.747368421053,65745
7,Horta-Guinardó,A de Torrelles,172109,15152.317073170732,80895
1,Ciutat Vella,Miquel Pedrola,106028,11517.703703703704,33685
8,Nou Barris,Cistellet,170736,12431.811965811965,66780
8,Nou Barris,Concepción Arenal,170736,12431.811965811965,66780
4,Les Corts,Europa,81074,22022.035087719298,48622
7,Horta-Guinardó,Joan Manén,172109,15152.317073170732,80895
2,Eixample,Mallorca,266857,18867.71676300578,128137
10,Sant Martí,Ptge Masoliver,239465,15323.08843537415,103094
3,Sants-Montjuïc,Mineria,183770,14625.393162393162,79559
8,Nou Barris,Pals,170736,12431.811965811965,66780
7,Horta-Guinardó,Portell,172109,15152.317073170732,80895
3,Sants-Montjuïc,Santa Dorotea,183770,14625.393162393162,79559
7,Horta-Guinardó,Tossa,172109,15152.317073170732,80895
2,Eixample,Av Vilanova,266857,18867.71676300578,128137
8,Nou Barris,Pg Andreu Nin,170736,12431.811965811965,66780
7,Horta-Guinardó,Centre,172109,15152.317073170732,80895
1,Ciutat Vella,Espaseria,106028,11517.703703703704,33685
3,Sants-Montjuïc,Pl Ibèria,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Marquès Mulhacén,148201,25606.775510204083,102272
6,Gràcia,Navata,121915,18340.74712643678,57643
3,Sants-Montjuïc,Psima Concepció,183770,14625.393162393162,79559
10,Sant Martí,Ptge Rovira,239465,15323.08843537415,103094
3,Sants-Montjuïc,Sant Ferriol,183770,14625.393162393162,79559
4,Les Corts,Taquígraf Martí,81074,22022.035087719298,48622
10,Sant Martí,Teulada,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Tuset,148201,25606.775510204083,102272
7,Horta-Guinardó,Ctra Vista-rica,172109,15152.317073170732,80895
8,Nou Barris,Plta Avis,170736,12431.811965811965,66780
10,Sant Martí,Ptja Nova Icària,239465,15323.08843537415,103094
1,Ciutat Vella,Pl C Pi i Sunyer,106028,11517.703703703704,33685
8,Nou Barris,Pl Ver Prosperitat,170736,12431.811965811965,66780
9,Sant Andreu,Pl Taxi,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Josep M. Lladó,148201,25606.775510204083,102272
3,Sants-Montjuïc,Transversal 14,183770,14625.393162393162,79559
3,Sants-Montjuïc,Bassegoda,183770,14625.393162393162,79559
6,Gràcia,Beat Almató,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Carles Pirozzini,148201,25606.775510204083,102272
3,Sants-Montjuïc,Pl Farga,183770,14625.393162393162,79559
9,Sant Andreu,Foradada,149826,15124.747368421053,65745
7,Horta-Guinardó,Pl Guinardó,172109,15152.317073170732,80895
2,Eixample,GV Corts Catalanes,266857,18867.71676300578,128137
7,Horta-Guinardó,Judea,172109,15152.317073170732,80895
4,Les Corts,Manila,81074,22022.035087719298,48622
2,Eixample,Av Mistral,266857,18867.71676300578,128137
8,Nou Barris,Oristà,170736,12431.811965811965,66780
6,Gràcia,Av Riera Cassoles,121915,18340.74712643678,57643
7,Horta-Guinardó,Serrallonga,172109,15152.317073170732,80895
2,Eixample,Trafalgar,266857,18867.71676300578,128137
2,Eixample,Bergara,266857,18867.71676300578,128137
2,Eixample,Pl Arts,266857,18867.71676300578,128137
7,Horta-Guinardó,Pl Meguidó,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Isaac Newton,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Can Caralleu,148201,25606.775510204083,102272
8,Nou Barris,Enric Casanovas,170736,12431.811965811965,66780
4,Les Corts,Ptge Cinc Torres,81074,22022.035087719298,48622
5,Sarrià-Sant Gervasi,Collserola,148201,25606.775510204083,102272
1,Ciutat Vella,Espolsa-sacs,106028,11517.703703703704,33685
1,Ciutat Vella,Estruc,106028,11517.703703703704,33685
7,Horta-Guinardó,Fastenrath,172109,15152.317073170732,80895
7,Horta-Guinardó,Francisco Manzano,172109,15152.317073170732,80895
7,Horta-Guinardó,Pl Font Fargas,172109,15152.317073170732,80895
10,Sant Martí,Galceran Marquet,239465,15323.08843537415,103094
1,Ciutat Vella,Junta de Comerç,106028,11517.703703703704,33685
1,Ciutat Vella,Via Laietana,106028,11517.703703703704,33685
6,Gràcia,Pl Llibertat,121915,18340.74712643678,57643
4,Les Corts,Bda Monestir,81074,22022.035087719298,48622
3,Sants-Montjuïc,Ricart,183770,14625.393162393162,79559
10,Sant Martí,Sàsser,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Ptge Saturn,148201,25606.775510204083,102272
1,Ciutat Vella,Trompetes Jaume I,106028,11517.703703703704,33685
6,Gràcia,Biada,121915,18340.74712643678,57643
